arm,role,update,length,words,prefix_exact_count,state_correct_count,token_correct_count,token_denominator,E,E_low95,E_high95,A,A_low95,A_high95,M,state_ce
reference_gpt,ood_dev,25000,34,102400,0,1672,1061390,3481600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016328125,0.01556983969681238,0.017122698113568,0.3048569623161765,6.845934661779013
reference_gpt,ood_dev,25000,35,102400,0,1615,1063005,3584000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.015771484375,0.015026345695475042,0.016552952627245668,0.29659737723214286,9.417294447885556
reference_gpt,ood_dev,25000,36,102400,0,1631,1064636,3686400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.015927734375,0.015178881208795401,0.01671290539116311,0.2888009982638889,5.793481118288664
reference_gpt,dev,50000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.01612559725038974
reference_gpt,dev,50000,2,102400,100694,100694,203094,204800,0.98333984375,0.9825375653655165,0.9841058592349728,0.98333984375,0.9825375653655165,0.9841058592349728,0.991669921875,0.07090099209023744
reference_gpt,dev,50000,3,102400,100681,102365,305459,307200,0.983212890625,0.982407687495087,0.9839818403801465,0.999658203125,0.9995247045222765,0.9997542145322359,0.9943326822916667,0.0019726276277553263
reference_gpt,dev,50000,4,102400,100634,102286,407745,409600,0.98275390625,0.9819382251332769,0.9835333684275707,0.99888671875,0.9986629039087956,0.9990731042768551,0.99547119140625,0.004381538370213094
reference_gpt,dev,50000,5,102400,100557,102251,509996,512000,0.982001953125,0.9811694191360659,0.9827983245905748,0.998544921875,0.9982920097794027,0.9987604302997902,0.9960859375,0.006448439564492312
reference_gpt,dev,50000,6,102400,100262,102078,612074,614400,0.97912109375,0.9782272226406565,0.9799790184744122,0.99685546875,0.9964934110762104,0.9971802495053489,0.9962141927083333,0.01148095826402057
reference_gpt,dev,50000,7,102400,99988,100662,712736,716800,0.9764453125,0.975498402740993,0.9773564766263783,0.98302734375,0.982217886874243,0.9838005611717706,0.9943303571428571,0.06451352279902492
reference_gpt,dev,50000,8,102400,99514,101760,814496,819200,0.97181640625,0.9707849206759084,0.9728124934782928,0.99375,0.9932484325287392,0.9942145235427189,0.9942578125,0.024078801911833134
reference_gpt,dev,50000,9,102400,98330,101008,915504,921600,0.96025390625,0.959039967960617,0.9614333136779869,0.98640625,0.9856785381651912,0.98709746887609,0.9933854166666667,0.04984197379496491
reference_gpt,dev,50000,10,102400,96459,99998,1015502,1024000,0.941982421875,0.9405339168360588,0.9433977668830494,0.97654296875,0.9755979360646788,0.9774522484759661,0.991701171875,0.07670015503920224
reference_gpt,dev,50000,11,102400,87874,92844,1108346,1126400,0.85814453125,0.8559941095731528,0.8602680828905468,0.9066796875,0.9048827878137023,0.90844607576699,0.9839719460227273,0.2787235697371038
reference_gpt,dev,50000,12,102400,5384,6084,1114430,1228800,0.052578125,0.05122781955402333,0.053961998575527394,0.0594140625,0.057982611591118526,0.060878568667586085,0.9069254557291667,3.670682010210821
reference_gpt,ood_dev,50000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.016060233068866125
reference_gpt,ood_dev,50000,2,102400,100708,100708,203108,204800,0.9834765625,0.9826774469962324,0.98423940484684,0.9834765625,0.9826774469962324,0.98423940484684,0.99173828125,0.07065556614257437
reference_gpt,ood_dev,50000,3,102400,100702,102361,305469,307200,0.98341796875,0.9826174960453342,0.9841821726937738,0.999619140625,0.9994794317923406,0.9997213651928625,0.994365234375,0.0031208438054828795
reference_gpt,ood_dev,50000,4,102400,100665,102277,407746,409600,0.983056640625,0.9822478537583136,0.983829185839682,0.998798828125,0.9985671487903861,0.9989930847393184,0.9954736328125,0.005786686904281881
reference_gpt,ood_dev,50000,5,102400,100590,102240,509986,512000,0.98232421875,0.9814988609765215,0.9831133898219221,0.9984375,0.9981761670054985,0.9986614373830935,0.99606640625,0.0074367032180033075
reference_gpt,ood_dev,50000,6,102400,100279,102058,612044,614400,0.979287109375,0.9783966457490948,0.9801416141605389,0.99666015625,0.9962876668111135,0.9969953834238986,0.9961653645833334,0.012250741687516845
reference_gpt,ood_dev,50000,7,102400,99989,100670,712714,716800,0.976455078125,0.9755083558846648,0.9773660540000338,0.98310546875,0.9822977999233522,0.9838768922612804,0.9942996651785714,0.06356223459126747
reference_gpt,ood_dev,50000,8,102400,99510,101731,814445,819200,0.97177734375,0.9707451779522546,0.9727741141326373,0.993466796875,0.9929545036838278,0.9939420673851366,0.994195556640625,0.025021372664099664
reference_gpt,ood_dev,50000,9,102400,98313,101002,915447,921600,0.960087890625,0.9588715662259846,0.9612696966180541,0.98634765625,0.9856184414060575,0.9870403825312596,0.9933235677083333,0.05033144819344356
reference_gpt,ood_dev,50000,10,102400,96389,99945,1015392,1024000,0.941298828125,0.9398424616530878,0.9427220858531051,0.976025390625,0.9750704568106475,0.9769446103116471,0.99159375,0.07927101703446206
reference_gpt,ood_dev,50000,11,102400,87833,92834,1108226,1126400,0.857744140625,0.8555912197332206,0.8598702215200572,0.90658203125,0.9047842993522688,0.9083492590551498,0.9838654119318182,0.27996174571551863
reference_gpt,ood_dev,50000,12,102400,5300,5977,1114203,1228800,0.0517578125,0.05041765527939633,0.05313159939465592,0.058369140625,0.0569497192829288,0.05982169562174801,0.90674072265625,3.6787174647623946
reference_gpt,ood_dev,50000,13,102400,135,1784,1115987,1331200,0.001318359375,0.001114041332599049,0.0015600913456248738,0.017421875,0.01663842579060641,0.0182415299604386,0.8383315805288462,4.1943439397943685
reference_gpt,ood_dev,50000,14,102400,4,1723,1117710,1433600,3.90625e-05,1.5190744931649625e-05,0.00010044416340775962,0.016826171875,0.016056321612980526,0.017632272581095357,0.7796526227678572,4.616981582188928
reference_gpt,ood_dev,50000,15,102400,1,1710,1119420,1536000,9.765625e-06,1.7238746867777096e-06,5.5319481670543434e-05,0.01669921875,0.01593229916630613,0.01750239830251404,0.7287890625,8.598937707943048
reference_gpt,ood_dev,50000,16,102400,1,1619,1121039,1638400,9.765625e-06,1.7238746867777096e-06,5.5319481670543434e-05,0.015810546875,0.015064477774239048,0.016592942617791116,0.6842279052734375,10.734570896544891
reference_gpt,ood_dev,50000,17,102400,0,1662,1122701,1740800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01623046875,0.015474472688896538,0.017022759948210224,0.6449339384191176,14.453777554953476
reference_gpt,ood_dev,50000,18,102400,0,1707,1124408,1843200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016669921875,0.01590368026112528,0.0174724256557128,0.6100303819444445,19.531430094870053
reference_gpt,ood_dev,50000,19,102400,0,1609,1126017,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.015712890625,0.014969149841863918,0.016492965376892613,0.5787505139802631,20.591256672021867
reference_gpt,ood_dev,50000,20,102400,0,1706,1127723,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01666015625,0.015894140765027154,0.017462434634483562,0.55064599609375,19.959572970560554
reference_gpt,ood_dev,50000,21,102400,0,1716,1129439,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0167578125,0.01598953884727668,0.017562341725507667,0.5252227492559524,12.69996894090962
reference_gpt,ood_dev,50000,22,102400,0,1760,1131199,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0171875,0.016409371578367776,0.01800185175682053,0.5021302379261363,7.3261594115562305
reference_gpt,ood_dev,50000,23,102400,0,1692,1132891,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0165234375,0.015760595153160015,0.01732255300376763,0.4810168987771739,10.31937820654241
reference_gpt,ood_dev,50000,24,102400,0,1706,1134597,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01666015625,0.015894140765027154,0.017462434634483562,0.461668701171875,16.72361995752897
reference_gpt,ood_dev,50000,25,102400,0,1751,1136348,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017099609375,0.016323486077016922,0.017911962602225117,0.4438859375,16.84567116477222
reference_gpt,ood_dev,50000,26,102400,0,1665,1138013,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016259765625,0.015503082034887343,0.017052742154201505,0.4274387770432692,16.684959447311144
reference_gpt,ood_dev,50000,27,102400,0,1710,1139723,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01669921875,0.01593229916630613,0.01750239830251404,0.4122262008101852,17.560911511231865
reference_gpt,ood_dev,50000,28,102400,0,1727,1141450,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016865234375,0.016094484703258225,0.01767223156012711,0.39810616629464285,17.12985801899194
reference_gpt,ood_dev,50000,29,102400,0,1723,1143173,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016826171875,0.016056321612980526,0.017632272581095357,0.38495858028017244,15.420451541199405
reference_gpt,ood_dev,50000,30,102400,0,1727,1144900,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016865234375,0.016094484703258225,0.01767223156012711,0.3726888020833333,16.31439561930734
reference_gpt,ood_dev,50000,31,102400,0,1705,1146605,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016650390625,0.01588460133851014,0.017452443543673216,0.3612036920362903,16.03541780693179
reference_gpt,ood_dev,50000,32,102400,0,1709,1148314,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016689453125,0.0159227594618247,0.017492407489668103,0.3504376220703125,13.717433403165694
reference_gpt,ood_dev,50000,33,102400,0,1641,1149955,3379200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016025390625,0.015274225587732131,0.016812866185500014,0.34030391808712124,14.31523097248122
reference_gpt,ood_dev,50000,34,102400,0,1701,1151656,3481600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016611328125,0.015846444329457577,0.017412478483416333,0.33078354779411767,10.208173310351594
reference_gpt,ood_dev,50000,35,102400,0,1702,1153358,3584000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01662109375,0.015855983477047735,0.017422469853153533,0.32180747767857143,8.240191777124858
reference_gpt,ood_dev,50000,36,102400,0,1694,1155052,3686400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01654296875,0.015779672256443042,0.017342536935139326,0.3133279079861111,13.4082235888071
reference_gpt,dev,100000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.018319341946873485
reference_gpt,dev,100000,2,102400,100694,100694,203094,204800,0.98333984375,0.9825375653655165,0.9841058592349728,0.98333984375,0.9825375653655165,0.9841058592349728,0.991669921875,0.06757579327896245
reference_gpt,dev,100000,3,102400,100690,102375,305469,307200,0.98330078125,0.9824976016974859,0.9840677008336939,0.999755859375,0.9996396050278641,0.999834619199922,0.994365234375,0.0016345496610722637
reference_gpt,dev,100000,4,102400,100646,102293,407762,409600,0.98287109375,0.9820580737456023,0.9836478860231738,0.998955078125,0.998737596314964,0.9991351254919781,0.9955126953125,0.005101617692364871
reference_gpt,dev,100000,5,102400,100540,102224,509986,512000,0.9818359375,0.9809997331793234,0.9826359917527521,0.99828125,0.9980081690540892,0.998516947057265,0.99606640625,0.008996131635156137
reference_gpt,dev,100000,6,102400,100153,101956,611942,614400,0.978056640625,0.9771412573843749,0.9789361573420111,0.9956640625,0.995242611688484,0.9960483257791368,0.9959993489583333,0.019006987966262757
reference_gpt,dev,100000,7,102400,99848,101755,713697,716800,0.975078125,0.9741053643767557,0.9760152425647848,0.993701171875,0.9931977377396126,0.9941675657452085,0.9956710379464285,0.023344365237922205
reference_gpt,dev,100000,8,102400,99640,102087,815784,819200,0.973046875,0.9720370857440132,0.9740211735934358,0.996943359375,0.9965861023526886,0.9972633328848169,0.995830078125,0.015171772236293542
reference_gpt,dev,100000,9,102400,98521,101082,916866,921600,0.962119140625,0.9609324080754554,0.9632712023726747,0.98712890625,0.9864200165415422,0.9878012487819638,0.99486328125,0.05705731435879164
reference_gpt,dev,100000,10,102400,96465,99807,1016673,1024000,0.942041015625,0.9405931870153998,0.9434556798076725,0.974677734375,0.9736975489013137,0.975622306829805,0.9928447265625,0.10834600025279353
reference_gpt,dev,100000,11,102400,87050,92014,1108687,1126400,0.85009765625,0.8478980888396423,0.8522709573463103,0.89857421875,0.8967101887105325,0.9004083454884485,0.9842746803977273,0.3691137715206492
reference_gpt,dev,100000,12,102400,6007,6890,1115577,1228800,0.058662109375,0.05723930231002297,0.06011802811447471,0.06728515625,0.06576695414329042,0.06883582308126851,0.90785888671875,3.8231093606313653
reference_gpt,ood_dev,100000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.01827346488313786
reference_gpt,ood_dev,100000,2,102400,100708,100708,203108,204800,0.9834765625,0.9826774469962324,0.98423940484684,0.9834765625,0.9826774469962324,0.98423940484684,0.99173828125,0.06700995405680371
reference_gpt,ood_dev,100000,3,102400,100707,102365,305473,307200,0.983466796875,0.9826674549953616,0.9842298663303835,0.999658203125,0.9995247045222765,0.9997542145322359,0.9943782552083333,0.0029331142355775836
reference_gpt,ood_dev,100000,4,102400,100668,102298,407771,409600,0.9830859375,0.9822778212532521,0.9838578098967257,0.99900390625,0.9987910751489584,0.9991792992446207,0.99553466796875,0.004833471786882182
reference_gpt,ood_dev,100000,5,102400,100575,102221,509992,512000,0.982177734375,0.9813491061866717,0.9829701868518614,0.998251953125,0.9979767297827973,0.998489794776575,0.996078125,0.00988859447878638
reference_gpt,ood_dev,100000,6,102400,100164,101918,611910,614400,0.9781640625,0.9772508245177007,0.9790414258992863,0.99529296875,0.9948547602873434,0.9956940175218376,0.995947265625,0.02179165200015145
reference_gpt,ood_dev,100000,7,102400,99891,101794,713704,716800,0.975498046875,0.9745331429006996,0.9764272762859174,0.99408203125,0.9935933590357231,0.9945336346248652,0.9956808035714285,0.02217175713354009
reference_gpt,ood_dev,100000,8,102400,99700,102089,815793,819200,0.9736328125,0.9726335444294875,0.9745965459476033,0.996962890625,0.9966067098155661,0.997281786456594,0.995841064453125,0.014774783591392004
reference_gpt,ood_dev,100000,9,102400,98492,100998,916791,921600,0.9618359375,0.9606450262565915,0.9629921991890451,0.98630859375,0.9855783787683547,0.9870023230996527,0.9947819010416666,0.055346520597471534
reference_gpt,ood_dev,100000,10,102400,96496,99906,1016697,1024000,0.94234375,0.9408994228509112,0.9437548900093095,0.97564453125,0.9746823850552598,0.9765709918912676,0.9928681640625,0.10281927386923563
reference_gpt,ood_dev,100000,11,102400,86974,91879,1108576,1126400,0.84935546875,0.8471514805348973,0.8515332463341757,0.897255859375,0.8953812670150206,0.8991006473447664,0.9841761363636363,0.3707304312493045
reference_gpt,ood_dev,100000,12,102400,5907,6818,1115394,1228800,0.057685546875,0.05627406533379686,0.05913021335796455,0.06658203125,0.06507131759470916,0.06812526238227967,0.9077099609375,3.832401986734074
reference_gpt,ood_dev,100000,13,102400,145,1738,1117132,1331200,0.001416015625,0.0012036488873177747,0.0016657889641797747,0.01697265625,0.016199438828229357,0.017782113125756963,0.8391917067307693,5.11519264888897
reference_gpt,ood_dev,100000,14,102400,2,1708,1118840,1433600,1.953125e-05,5.356189565375578e-06,7.121768411930826e-05,0.0166796875,0.015913219826744453,0.017482416607420986,0.7804408482142857,5.748015440132956
reference_gpt,ood_dev,100000,15,102400,1,1684,1120524,1536000,9.765625e-06,1.7238746867777096e-06,5.5319481670543434e-05,0.0164453125,0.015684289562204114,0.017242614456104623,0.7295078125,11.954156107600488
reference_gpt,ood_dev,100000,16,102400,0,1663,1122187,1638400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016240234375,0.015484009065332125,0.017032754089101997,0.6849285888671875,17.472388843129387
reference_gpt,ood_dev,100000,17,102400,0,1702,1123889,1740800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01662109375,0.015855983477047735,0.017422469853153533,0.6456163832720588,17.014374981148613
reference_gpt,ood_dev,100000,18,102400,0,1729,1125618,1843200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016884765625,0.01611356665865825,0.01769221063938181,0.6106868489583334,17.528428073468675
reference_gpt,ood_dev,100000,19,102400,0,1727,1127345,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016865234375,0.016094484703258225,0.01767223156012711,0.5794330797697368,17.865842311170606
reference_gpt,ood_dev,100000,20,102400,0,1783,1129128,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017412109375,0.01662888111071926,0.018231544122998385,0.55133203125,17.53469441675924
reference_gpt,ood_dev,100000,21,102400,0,1735,1130863,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016943359375,0.016170814160317883,0.017752146241686355,0.5258849516369047,15.273053049429798
reference_gpt,ood_dev,100000,22,102400,0,1727,1132590,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016865234375,0.016094484703258225,0.01767223156012711,0.5027476917613637,14.201507683684847
reference_gpt,ood_dev,100000,23,102400,0,1755,1134345,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017138671875,0.016361656743758564,0.01795191400479293,0.4816342561141304,17.349794308136108
reference_gpt,ood_dev,100000,24,102400,0,1665,1136010,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016259765625,0.015503082034887343,0.017052742154201505,0.46224365234375,17.484038218272257
reference_gpt,ood_dev,100000,25,102400,0,1663,1137673,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016240234375,0.015484009065332125,0.017032754089101997,0.444403515625,16.939884686755043
reference_gpt,ood_dev,100000,26,102400,0,1679,1139352,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016396484375,0.01563660087091516,0.017192650560756764,0.42794170673076926,16.840046651939332
reference_gpt,ood_dev,100000,27,102400,0,1749,1141101,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017080078125,0.01630440114519587,0.01789198649939144,0.412724609375,17.249491962294815
reference_gpt,ood_dev,100000,28,102400,0,1758,1142859,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01716796875,0.016390285444758016,0.01798187685577556,0.3985975864955357,17.124921615769452
reference_gpt,ood_dev,100000,29,102400,0,1711,1144570,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016708984375,0.015941838940128936,0.01751238904601859,0.3854290140086207,17.795550410635713
reference_gpt,ood_dev,100000,30,102400,0,1696,1146266,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0165625,0.01579874964096129,0.017362520585275803,0.37313346354166665,17.776405491202937
reference_gpt,ood_dev,100000,31,102400,0,1751,1148017,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017099609375,0.016323486077016922,0.017911962602225117,0.36164850050403224,15.282361807556178
reference_gpt,ood_dev,100000,32,102400,0,1682,1149699,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01642578125,0.015665213872477914,0.0172226291111761,0.35086029052734374,14.298684288274519
reference_gpt,ood_dev,100000,33,102400,0,1711,1151410,3379200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016708984375,0.015941838940128936,0.01751238904601859,0.34073449337121214,15.823271441156418
reference_gpt,ood_dev,100000,34,102400,0,1718,1153128,3481600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01677734375,0.016008619293442074,0.017582322313996996,0.3312063419117647,13.627036947716645
reference_gpt,ood_dev,100000,35,102400,0,1761,1154889,3584000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017197265625,0.016418914744888474,0.01801183910762719,0.32223465401785717,13.185040786156693
reference_gpt,ood_dev,100000,36,102400,0,1709,1156598,3686400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016689453125,0.0159227594618247,0.017492407489668103,0.3137472873263889,14.726836997617015
rt,dev,10000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,6.486767415244898e-05
rt,dev,10000,2,102400,102400,102400,204800,204800,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,9.55181346791889e-05
rt,dev,10000,3,102400,102400,102400,307200,307200,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.00015314341588442914
rt,dev,10000,4,102400,102400,102400,409600,409600,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.00029788370646003146
rt,dev,10000,5,102400,102395,102395,511995,512000,0.999951171875,0.9998856912053655,0.9999791433689678,0.999951171875,0.9998856912053655,0.9999791433689678,0.999990234375,0.0005685550354879099
rt,dev,10000,6,102400,102385,102385,614380,614400,0.999853515625,0.9997583066269857,0.9999112227740738,0.999853515625,0.9997583066269857,0.9999112227740738,0.9999674479166667,0.0009442685004694761
rt,dev,10000,7,102400,102342,102350,716730,716800,0.99943359375,0.999267935201936,0.999561781954047,0.99951171875,0.9993563827385776,0.9996295785560243,0.99990234375,0.001675849040960935
rt,dev,10000,8,102400,102292,102323,819053,819200,0.9989453125,0.9987269136098458,0.9991262776797689,0.999248046875,0.9990603884072679,0.9993982489194954,0.999820556640625,0.0026211840348033867
rt,dev,10000,9,102400,102205,102254,921307,921600,0.998095703125,0.9978093454375543,0.9983446908445799,0.99857421875,0.9983236567113399,0.9987873749198352,0.9996820746527778,0.004207619960625698
rt,dev,10000,10,102400,102092,102179,1023486,1024000,0.9969921875,0.9966376275634656,0.9973094602606767,0.997841796875,0.997538280459542,0.9981079623720809,0.999498046875,0.007057621374539453
rt,dev,10000,11,102400,101907,102026,1125512,1126400,0.995185546875,0.9947426134772077,0.9955913286413727,0.99634765625,0.9959590962250753,0.9966989774554611,0.9992116477272728,0.011946618523487405
rt,dev,10000,12,102400,101565,101755,1227267,1228800,0.991845703125,0.9912761292675759,0.9923783759250463,0.993701171875,0.9931977377396126,0.9941675657452085,0.99875244140625,0.02091434174538247
rt,ood_dev,10000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,6.49069739012198e-05
rt,ood_dev,10000,2,102400,102400,102400,204800,204800,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,9.511368449588887e-05
rt,ood_dev,10000,3,102400,102400,102400,307200,307200,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.00014832080991650454
rt,ood_dev,10000,4,102400,102397,102397,409597,409600,0.999970703125,0.9999138592392058,0.9999900363697822,0.999970703125,0.9999138592392058,0.9999900363697822,0.99999267578125,0.00030484709194636525
rt,ood_dev,10000,5,102400,102390,102391,511988,512000,0.99990234375,0.9998202295599984,0.9999469524276979,0.999912109375,0.9998329541276058,0.999953758377418,0.9999765625,0.0005817800497738201
rt,ood_dev,10000,6,102400,102373,102379,614367,614400,0.999736328125,0.9996163891811771,0.9998187740119542,0.999794921875,0.9996864903756401,0.9998658559214554,0.9999462890625,0.0010997667375026421
rt,ood_dev,10000,7,102400,102336,102346,716713,716800,0.999375,0.9992020535530068,0.999510480499012,0.99947265625,0.99931206478972,0.9995957744355726,0.9998786272321428,0.001847881107383308
rt,ood_dev,10000,8,102400,102289,102318,819031,819200,0.998916015625,0.9986948905496533,0.9990997091879794,0.99919921875,0.9990062333665538,0.9993547513735724,0.999793701171875,0.002910367965343114
rt,ood_dev,10000,9,102400,102209,102253,921284,921600,0.998134765625,0.9978511472800239,0.9983810110714199,0.998564453125,0.9983131050785029,0.9987783960353448,0.9996571180555556,0.004803535553428224
rt,ood_dev,10000,10,102400,102100,102171,1023455,1024000,0.9970703125,0.9967201141559111,0.9973832178068501,0.997763671875,0.9974550819919834,0.9980349167010207,0.9994677734375,0.007532742087503152
rt,ood_dev,10000,11,102400,101916,102029,1125484,1126400,0.9952734375,0.9948343659258698,0.9956753508486567,0.996376953125,0.9959898694750091,0.9967267957575092,0.9991867897727272,0.01156337002383285
rt,ood_dev,10000,12,102400,101551,101739,1227223,1228800,0.991708984375,0.9911348582218029,0.9922462197282362,0.993544921875,0.9930355634343955,0.9940172517731878,0.9987166341145833,0.021310333854076765
rt,ood_dev,10000,13,102400,81790,82047,1309270,1331200,0.79873046875,0.7962635154671651,0.8011750095768597,0.801240234375,0.7987847144065059,0.8036731535906512,0.9835261418269231,0.8573277318868339
rt,ood_dev,10000,14,102400,22032,24065,1333335,1433600,0.21515625,0.21265005555205443,0.2176838150434304,0.235009765625,0.23242275340719337,0.23761665891481987,0.9300606863839286,4.818640455251234
rt,ood_dev,10000,15,102400,2878,6572,1339907,1536000,0.02810546875,0.027110749376996868,0.02913559233018293,0.0641796875,0.06269493243805818,0.06569714027639942,0.8723352864583334,7.042144668171185
rt,ood_dev,10000,16,102400,250,2823,1342730,1638400,0.00244140625,0.0021572363750728446,0.002762905795797788,0.027568359375,0.026583100467505286,0.028589062786669565,0.819537353515625,7.626690827085692
rt,ood_dev,10000,17,102400,19,1968,1344698,1740800,0.000185546875,0.0001187940488148779,0.0002897986194349718,0.01921875,0.01839570319194052,0.020077867747339224,0.7724597886029412,7.435241125181274
rt,ood_dev,10000,18,102400,0,1653,1346351,1843200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016142578125,0.015388648562805618,0.016932809418354882,0.7304421657986111,7.175669874127489
rt,ood_dev,10000,19,102400,0,1736,1348087,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016953125,0.01618035564849098,0.017762135270840616,0.6928901110197369,7.044487907368166
rt,ood_dev,10000,20,102400,0,1743,1349830,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017021484375,0.016247147961351464,0.017832056579271675,0.6590966796875,7.028608285252122
rt,ood_dev,10000,21,102400,0,1662,1351492,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01623046875,0.015474472688896538,0.017022759948210224,0.6284840029761904,7.091039432793041
rt,ood_dev,10000,22,102400,0,1673,1353165,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016337890625,0.01557937679287261,0.017132691534835136,0.6006591796875,7.173542660016101
rt,ood_dev,10000,23,102400,0,1711,1354876,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016708984375,0.015941838940128936,0.01751238904601859,0.5752700407608695,7.242056083529605
rt,ood_dev,10000,24,102400,0,1713,1356589,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016728515625,0.015960918695559916,0.017532370325242335,0.5519974772135416,7.331082493425347
rt,ood_dev,10000,25,102400,0,1697,1358286,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016572265625,0.01580828843853085,0.0173725123050336,0.53058046875,7.369755607581173
rt,ood_dev,10000,26,102400,0,1675,1359961,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016357421875,0.015598451199770717,0.01715267816259176,0.5108026592548077,7.455364310970181
rt,ood_dev,10000,27,102400,0,1685,1361646,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016455078125,0.015693827513485862,0.01725260702215024,0.49249348958333333,7.470764001853822
rt,ood_dev,10000,28,102400,0,1694,1363340,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01654296875,0.015779672256443042,0.017342536935139326,0.47549525669642856,7.523339372592455
rt,ood_dev,10000,29,102400,0,1769,1365109,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017275390625,0.016495262462912757,0.018091735528221815,0.45969457165948274,7.5073166196787495
rt,ood_dev,10000,30,102400,0,1786,1366895,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01744140625,0.016657515345765293,0.01826150143993444,0.44495279947916666,7.518584223793587
rt,ood_dev,10000,31,102400,0,1703,1368598,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016630859375,0.01586552269446015,0.017432461153068485,0.4311359627016129,7.539903777716681
