role,update,length,words,prefix_exact_count,state_correct_count,token_correct_count,token_denominator,E,E_low95,E_high95,A,A_low95,A_high95,M,state_ce
ood_dev,20000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,4.3157434436054134e-05
ood_dev,20000,2,102400,102400,102400,204800,204800,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,5.667193999472242e-05
ood_dev,20000,3,102400,102394,102394,307194,307200,0.99994140625,0.9998721583660714,0.9999731456909345,0.99994140625,0.9998721583660714,0.9999731456909345,0.99998046875,0.0001756506323334267
ood_dev,20000,4,102400,102386,102389,409583,409600,0.99986328125,0.9997705055160856,0.9999185544023014,0.999892578125,0.9998076372259771,0.9999400142443918,0.99995849609375,0.0003947319514960268
ood_dev,20000,5,102400,102375,102380,511963,512000,0.999755859375,0.9996396050278641,0.999834619199922,0.9998046875,0.9996983209212157,0.9998735558932069,0.999927734375,0.0007136712721312294
ood_dev,20000,6,102400,102361,102368,614331,614400,0.999619140625,0.9994794317923406,0.9997213651928625,0.9996875,0.9995588896466933,0.9997786209598011,0.9998876953125,0.0010873935424714058
ood_dev,20000,7,102400,102351,102363,716694,716800,0.999521484375,0.9993674942137358,0.9996379975981935,0.999638671875,0.9995020271813618,0.9997378308384958,0.9998521205357143,0.0017264194437199992
ood_dev,20000,8,102400,102335,102349,819043,819200,0.999365234375,0.9991911066054158,0.9995018969292757,0.999501953125,0.9993452844279009,0.9996211463493736,0.999808349609375,0.0023079689128212544
ood_dev,20000,9,102400,102311,102330,921373,921600,0.999130859375,0.9989306798451842,0.9992935912736505,0.99931640625,0.9991365021061623,0.9994588488418922,0.9997536892361111,0.0030996902778475817
ood_dev,20000,10,102400,102292,102321,1023694,1024000,0.9989453125,0.9987269136098458,0.9991262776797689,0.999228515625,0.9990387064099038,0.9993808698822046,0.999701171875,0.003956372532678199
ood_dev,20000,11,102400,102268,102298,1125992,1126400,0.9987109375,0.9984716754723407,0.9989127834014174,0.99900390625,0.9987910751489584,0.9991792992446207,0.9996377840909091,0.005182685711731586
ood_dev,20000,12,102400,102216,102257,1228249,1228800,0.998203125,0.997924370529382,0.9984445014433533,0.998603515625,0.9983553278708656,0.9988142953122917,0.9995515950520834,0.006943569443182234
ood_dev,20000,13,102400,100497,100550,1328799,1331200,0.981416015625,0.9805706060246645,0.9822253066623344,0.98193359375,0.9810995462883196,0.9827314838170293,0.9981963641826923,0.06270924830775747
ood_dev,20000,14,102400,31709,31910,1360709,1433600,0.309658203125,0.3068335293745755,0.3124971573977982,0.31162109375,0.30879142702405526,0.3144648937311184,0.9491552734375,4.550959995334481
ood_dev,20000,15,102400,4810,8316,1369025,1536000,0.04697265625,0.04569365791027501,0.048285643273369525,0.0812109375,0.07955353828348516,0.08289975664989296,0.8912923177083333,6.97343720997882
