arm,comparison_role,role,update,length,words,prefix_exact_count,state_correct_count,token_correct_count,token_denominator,E,E_low95,E_high95,A,A_low95,A_high95,M,state_ce
seq,primary,dev,25000,12,102400,1,1836,589758,1228800,9.765625e-06,1.7238746867777096e-06,5.5319481670543434e-05,0.0179296875,0.017134837678754334,0.018760704973313534,0.4799462890625,4.095045521149295
seq,primary,ood_dev,25000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.01707070653430293
seq,primary,ood_dev,25000,2,102400,100708,100708,203108,204800,0.9834765625,0.9826774469962324,0.98423940484684,0.9834765625,0.9826774469962324,0.98423940484684,0.99173828125,0.07336012977213995
seq,primary,ood_dev,25000,3,102400,100508,102075,305183,307200,0.9815234375,0.980680372165165,0.9823303762124348,0.996826171875,0.9964625290351344,0.9971525399944426,0.9934342447916666,0.012551081513122146
seq,primary,ood_dev,25000,4,102400,98854,99809,404992,409600,0.96537109375,0.9642336589453169,0.9664736137728249,0.974697265625,0.9737174408592257,0.9756414759065477,0.98875,0.08394302630195381
seq,primary,ood_dev,25000,5,102400,89973,91576,496568,512000,0.878642578125,0.876628327117032,0.880628421216802,0.894296875,0.892398919847166,0.8961652477624302,0.969859375,0.34034649739416706
seq,primary,ood_dev,25000,6,102400,54645,58552,555120,614400,0.533642578125,0.5305858695735584,0.5366967626192063,0.571796875,0.568763530584383,0.5748248328063874,0.903515625,1.4339737516279734
seq,primary,ood_dev,25000,7,102400,14641,19207,574327,716800,0.142978515625,0.14084788429654965,0.14513593273239755,0.187568359375,0.18518914116290727,0.18997101798277796,0.8012374441964286,3.0676214679329736
seq,primary,ood_dev,25000,8,102400,2709,6497,580824,819200,0.026455078125,0.02548975186212743,0.02745593241672807,0.063447265625,0.06197054275428666,0.06495674116061871,0.709013671875,3.7868838845579416
seq,primary,ood_dev,25000,9,102400,413,3097,583921,921600,0.004033203125,0.003663178810924714,0.004440437684306037,0.030244140625,0.029212695861569396,0.03131082914030283,0.6335948350694445,4.012627813406118
seq,primary,ood_dev,25000,10,102400,50,2062,585983,1024000,0.00048828125,0.00037042144397575276,0.0006436172614223406,0.02013671875,0.01929419753495547,0.021015242033096366,0.5722490234375,4.076383658733684
seq,primary,ood_dev,25000,11,102400,5,1808,587791,1126400,4.8828125e-05,2.0856631032296734e-05,0.0001143087946344752,0.01765625,0.016867517529074724,0.018481170637826987,0.5218314985795455,4.092449887290131
seq,primary,ood_dev,25000,12,102400,1,1784,589575,1228800,9.765625e-06,1.7238746867777096e-06,5.5319481670543434e-05,0.017421875,0.01663842579060641,0.0182415299604386,0.47979736328125,4.095193337250967
seq,primary,ood_dev,25000,13,102400,0,1718,591293,1331200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01677734375,0.016008619293442074,0.017582322313996996,0.4441804387019231,4.095883297114633
seq,primary,ood_dev,25000,14,102400,0,1686,592979,1433600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01646484375,0.015703365535630627,0.017262599517332833,0.4136293247767857,4.095590533963405
seq,primary,ood_dev,25000,15,102400,0,1771,594750,1536000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017294921875,0.016514350053133026,0.01811170897265627,0.38720703125,4.095641956571489
seq,primary,ood_dev,25000,16,102400,0,1655,596405,1638400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016162109375,0.015407720082225901,0.016952798933589322,0.3640167236328125,4.09568918540841
seq,primary,ood_dev,25000,17,102400,0,1721,598126,1740800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016806640625,0.01603724047903842,0.017612292680382738,0.34359260110294115,4.095187308399472
seq,primary,ood_dev,25000,18,102400,0,1675,599801,1843200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016357421875,0.015598451199770717,0.01715267816259176,0.3254128689236111,4.095524325219449
seq,primary,ood_dev,25000,19,102400,0,1711,601512,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016708984375,0.015941838940128936,0.01751238904601859,0.3091652960526316,4.095427858766634
seq,primary,ood_dev,25000,20,102400,0,1707,603219,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016669921875,0.01590368026112528,0.0174724256557128,0.29454052734375,4.095550467460416
seq,primary,ood_dev,25000,21,102400,0,1755,604974,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017138671875,0.016361656743758564,0.01795191400479293,0.28133091517857145,4.095333039658144
seq,primary,ood_dev,25000,22,102400,0,1738,606712,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01697265625,0.016199438828229357,0.017782113125756963,0.26931463068181816,4.095253512554336
seq,primary,ood_dev,25000,23,102400,0,1756,608468,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0171484375,0.016371199577428573,0.01796190168845028,0.2583508831521739,4.095264719857369
seq,primary,ood_dev,25000,24,102400,0,1669,610137,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016298828125,0.015541228838945096,0.0170927174194532,0.248265380859375,4.09543872266775
seq,primary,ood_dev,25000,25,102400,0,1705,611842,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016650390625,0.01588460133851014,0.017452443543673216,0.23900078125,4.09525903781876
seq,primary,ood_dev,25000,26,102400,0,1704,613546,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016640625,0.01587506198163439,0.0174424523832216,0.23044846754807694,4.095340816169045
seq,primary,ood_dev,25000,27,102400,0,1718,615264,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01677734375,0.016008619293442074,0.017582322313996996,0.22253472222222223,4.095335889451672
seq,primary,ood_dev,25000,28,102400,0,1712,616976,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01671875,0.01595137878323341,0.017522379720241482,0.2151841517857143,4.095236563102808
seq,primary,ood_dev,25000,29,102400,0,1685,618661,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016455078125,0.015693827513485862,0.01725260702215024,0.20833142510775862,4.095551750585437
seq,primary,ood_dev,25000,30,102400,0,1812,620473,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0176953125,0.016905703082172777,0.018521107154038388,0.20197688802083333,4.095183785445988
seq,primary,ood_dev,25000,31,102400,0,1710,622183,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01669921875,0.01593229916630613,0.01750239830251404,0.1960001890120968,4.095435353196226
seq,primary,ood_dev,25000,32,102400,0,1691,623874,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016513671875,0.01575105670713481,0.01731256093246547,0.1903912353515625,4.095406214329414
seq,primary,ood_dev,25000,33,102400,0,1705,625579,3379200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016650390625,0.01588460133851014,0.017452443543673216,0.1851263612689394,4.095305373652373
seq,primary,ood_dev,25000,34,102400,0,1762,627341,3481600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01720703125,0.01642845797781226,0.01802182639203077,0.18018755744485293,4.095357059752569
seq,primary,ood_dev,25000,35,102400,0,1702,629043,3584000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01662109375,0.015855983477047735,0.017422469853153533,0.17551422991071428,4.095528282427694
seq,primary,ood_dev,25000,36,102400,0,1678,630721,3686400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01638671875,0.015627063346117524,0.017182657568227042,0.17109402126736112,4.095431035456714
seq,primary,dev,50000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.0160852591940467
seq,primary,dev,50000,2,102400,100694,100694,203094,204800,0.98333984375,0.9825375653655165,0.9841058592349728,0.98333984375,0.9825375653655165,0.9841058592349728,0.991669921875,0.07419247548430942
seq,primary,dev,50000,3,102400,100600,102244,305338,307200,0.982421875,0.9815987054640247,0.9832088505076926,0.9984765625,0.9982182571640615,0.9986974692938401,0.9939388020833333,0.007014175858907108
seq,primary,dev,50000,4,102400,99443,100922,406260,409600,0.971123046875,0.9700795629653315,0.972131184458627,0.98556640625,0.9848174643320663,0.9862789182190618,0.991845703125,0.04553902540749013
seq,primary,dev,50000,5,102400,94936,96860,503120,512000,0.927109375,0.9255010955062971,0.9286856103232378,0.9458984375,0.9444960758192038,0.947267345348177,0.98265625,0.17139791239282182
seq,primary,dev,50000,6,102400,80268,83861,586981,614400,0.7838671875,0.7813355237982833,0.7863775538734954,0.818955078125,0.8165847061350946,0.8213015202938985,0.9553727213541666,0.5858942091164725
seq,primary,dev,50000,7,102400,48603,54833,641814,716800,0.474638671875,0.47158117878984485,0.4776980677109942,0.535478515625,0.5324225172837109,0.5385318521665978,0.8953878348214286,1.5902551659887367
seq,primary,dev,50000,8,102400,18905,26160,667974,819200,0.184619140625,0.18225460196734097,0.1870073409454808,0.25546875,0.2528067447207949,0.2581491014020433,0.81539794921875,2.7564786560068684
seq,primary,dev,50000,9,102400,4924,10792,678766,921600,0.0480859375,0.04679239853662317,0.04941338162234072,0.105390625,0.10352472095570628,0.1072861348802219,0.7365082465277778,3.5473170377417294
seq,primary,dev,50000,10,102400,1057,5029,683795,1024000,0.010322265625,0.00972131426816833,0.010959955385883999,0.049111328125,0.04780456804535028,0.05045191643298668,0.6677685546875,3.90546147639187
seq,primary,dev,50000,11,102400,195,2858,686653,1126400,0.001904296875,0.0016553091554200054,0.002190654562445679,0.02791015625,0.026918865585915195,0.02893686577471735,0.609599609375,4.041416230548347
seq,primary,dev,50000,12,102400,36,2120,688773,1228800,0.0003515625,0.00025396665907567153,0.0004866448037393439,0.020703125,0.019848821840291804,0.02159338773274707,0.56052490234375,4.081989593751496
seq,primary,ood_dev,50000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.016052322001254424
seq,primary,ood_dev,50000,2,102400,100708,100708,203108,204800,0.9834765625,0.9826774469962324,0.98423940484684,0.9834765625,0.9826774469962324,0.98423940484684,0.99173828125,0.0737427550280817
seq,primary,ood_dev,50000,3,102400,100599,102219,305327,307200,0.982412109375,0.9815887207268107,0.9831993047275792,0.998232421875,0.9979557802331772,0.9984716832915402,0.9939029947916667,0.008238581757427194
seq,primary,ood_dev,50000,4,102400,99487,100982,406309,409600,0.971552734375,0.9705166672372647,0.9725534229490977,0.98615234375,0.9854181430288471,0.9868500705619228,0.99196533203125,0.04484120801233454
seq,primary,ood_dev,50000,5,102400,95066,96930,503239,512000,0.92837890625,0.9267834241035962,0.9299422489784959,0.94658203125,0.9451879268112047,0.9479426305690914,0.982888671875,0.16904839619792603
seq,primary,ood_dev,50000,6,102400,80350,83843,587082,614400,0.78466796875,0.7821396643981549,0.7871749156944678,0.818779296875,0.8164080401354675,0.8211266369816329,0.955537109375,0.5893893564743276
seq,primary,ood_dev,50000,7,102400,48434,54582,641664,716800,0.47298828125,0.46993138018480135,0.4760472088877134,0.53302734375,0.5299704065033259,0.5360818030978147,0.8951785714285714,1.6003933647330195
seq,primary,ood_dev,50000,8,102400,18764,26276,667940,819200,0.1832421875,0.18088458036709726,0.18562355960256632,0.2566015625,0.25393563651971357,0.2592857496130985,0.8153564453125,2.7564564626463244
seq,primary,ood_dev,50000,9,102400,5087,10955,678895,921600,0.049677734375,0.048363739891694985,0.05102551459162902,0.106982421875,0.10510399621814721,0.10889033394214108,0.7366482204861111,3.5442517922290584
seq,primary,ood_dev,50000,10,102400,1070,4993,683888,1024000,0.01044921875,0.009844509172952442,0.0110906572063556,0.048759765625,0.04745752029084213,0.05009586556370978,0.667859375,3.9052881322209534
seq,primary,ood_dev,50000,11,102400,182,2839,686727,1126400,0.00177734375,0.0015373753910801126,0.0020546916015298563,0.027724609375,0.02673658808286161,0.028748063448551044,0.6096653053977272,4.040731444949415
seq,primary,ood_dev,50000,12,102400,29,2104,688831,1228800,0.000283203125,0.00019720089252478316,0.00040669694899869344,0.020546875,0.019695804752138613,0.02143391654366246,0.5605721028645834,4.0815613292847415
seq,primary,ood_dev,50000,13,102400,3,1808,690639,1331200,2.9296875e-05,9.963630217849646e-06,8.614076079419689e-05,0.01765625,0.016867517529074724,0.018481170637826987,0.5188093449519231,4.093558890010463
seq,primary,ood_dev,50000,14,102400,0,1765,692404,1433600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017236328125,0.01645708807444747,0.01805178784737764,0.48298270089285716,4.096228059645509
seq,primary,ood_dev,50000,15,102400,0,1735,694139,1536000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016943359375,0.016170814160317883,0.017752146241686355,0.45191341145833336,4.096361839987804
seq,primary,ood_dev,50000,16,102400,0,1754,695893,1638400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01712890625,0.016352113976826295,0.017941926254397833,0.4247393798828125,4.096056577104609
seq,primary,ood_dev,50000,17,102400,0,1733,697626,1740800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016923828125,0.016151731387651833,0.017732167979697674,0.40075022977941177,4.096058295830153
seq,primary,ood_dev,50000,18,102400,0,1665,699291,1843200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016259765625,0.015503082034887343,0.017052742154201505,0.3793896484375,4.095900054951199
seq,primary,ood_dev,50000,19,102400,0,1655,700946,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016162109375,0.015407720082225901,0.016952798933589322,0.3602724095394737,4.095939869775902
seq,primary,ood_dev,50000,20,102400,0,1677,702623,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016376953125,0.015617525892619095,0.017172664504398104,0.34307763671875,4.096139812620822
seq,primary,ood_dev,50000,21,102400,0,1715,704338,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016748046875,0.015979998727640964,0.017552351327816018,0.3275381324404762,4.095638978418428
seq,primary,ood_dev,50000,22,102400,0,1649,705987,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016103515625,0.015350506399222991,0.016892829512628053,0.31338201349431816,4.095983325478155
seq,primary,ood_dev,50000,23,102400,0,1697,707684,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016572265625,0.01580828843853085,0.0173725123050336,0.3004772418478261,4.09614744864637
seq,primary,ood_dev,50000,24,102400,0,1767,709451,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017255859375,0.01647617513653759,0.01807176181994226,0.2886763509114583,4.095606930085924
seq,primary,ood_dev,50000,25,102400,0,1715,711166,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016748046875,0.015979998727640964,0.017552351327816018,0.27779921875,4.095673994026146
seq,primary,ood_dev,50000,26,102400,0,1679,712845,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016396484375,0.01563660087091516,0.017192650560756764,0.2677452674278846,4.095869730724953
seq,primary,ood_dev,50000,27,102400,0,1718,714563,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01677734375,0.016008619293442074,0.017582322313996996,0.25845015914351854,4.095849001945462
seq,primary,ood_dev,50000,28,102400,0,1654,716217,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01615234375,0.015398184286100883,0.01694280421238697,0.24979666573660714,4.095651994724758
seq,primary,ood_dev,50000,29,102400,0,1765,717982,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017236328125,0.01645708807444747,0.01805178784737764,0.24177734375,4.095759297560435
seq,primary,ood_dev,50000,30,102400,0,1736,719718,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016953125,0.01618035564849098,0.017762135270840616,0.234283203125,4.095712942036334
seq,primary,ood_dev,50000,31,102400,0,1725,721443,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016845703125,0.016075403021209946,0.01765225220752066,0.2272690902217742,4.096120377625339
seq,primary,ood_dev,50000,32,102400,0,1741,723184,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017001953125,0.016228064105455898,0.017812079400512517,0.2206982421875,4.0959794224333015
seq,primary,ood_dev,50000,33,102400,0,1730,724914,3379200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01689453125,0.016123107738719566,0.01770220007664786,0.2145223721590909,4.0957540216087365
