update,role,length,words,E_seq,E_seq_rope,E_delta_pp,A_seq,A_seq_rope,A_delta_pp,M_seq,M_seq_rope,M_delta_pp
50000,ood_dev,1,102400,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
50000,ood_dev,2,102400,0.9834765625,0.9834765625,0.0,0.9834765625,0.9834765625,0.0,0.99173828125,0.99173828125,0.0
50000,ood_dev,3,102400,0.982412109375,0.98333984375,0.09277343750000444,0.998232421875,0.999423828125,0.11914062499999156,0.9939029947916667,0.9943001302083333,0.039713541666663854
50000,ood_dev,4,102400,0.971552734375,0.982861328125,1.130859375000004,0.98615234375,0.99876953125,1.261718749999996,0.99196533203125,0.99541748046875,0.3452148437499969
50000,ood_dev,5,102400,0.92837890625,0.980849609375,5.247070312500002,0.94658203125,0.996884765625,5.030273437499999,0.982888671875,0.9957109375,1.2822265624999996
50000,ood_dev,6,102400,0.78466796875,0.9765625,19.189453125,0.818779296875,0.99427734375,17.549804687500004,0.955537109375,0.9954720052083333,3.9934895833333317
50000,ood_dev,7,102400,0.47298828125,0.96716796875,49.41796875,0.53302734375,0.988056640625,45.50292968749999,0.8951785714285714,0.9944126674107143,9.923409598214295
50000,ood_dev,8,102400,0.1832421875,0.927099609375,74.3857421875,0.2566015625,0.9472265625,69.0625,0.8153564453125,0.988514404296875,17.315795898437504
50000,ood_dev,9,102400,0.049677734375,0.6536328125,60.39550781250001,0.106982421875,0.68884765625,58.18652343750001,0.7366482204861111,0.9552180989583333,21.85698784722222
50000,ood_dev,10,102400,0.01044921875,0.26560546875,25.515625000000004,0.048759765625,0.303154296875,25.439453125,0.667859375,0.89001171875,22.215234374999994
50000,ood_dev,11,102400,0.00177734375,0.062734375,6.095703124999999,0.027724609375,0.09501953125,6.7294921875,0.6096653053977272,0.8177397017045455,20.807439630681824
50000,ood_dev,12,102400,0.000283203125,0.008251953125,0.796875,0.020546875,0.030712890625,1.0166015625,0.5605721028645834,0.7521541341145833,19.158203124999996
50000,ood_dev,13,102400,2.9296875e-05,0.000625,0.0595703125,0.01765625,0.01841796875,0.07617187500000011,0.5188093449519231,0.695712890625,17.690354567307686
50000,ood_dev,14,102400,0.0,3.90625e-05,0.00390625,0.017236328125,0.017646484375,0.04101562500000017,0.48298270089285716,0.6472795758928571,16.429687499999996
50000,ood_dev,15,102400,0.0,0.0,0.0,0.016943359375,0.017158203125,0.02148437499999989,0.45191341145833336,0.605271484375,15.335807291666665
50000,ood_dev,16,102400,0.0,0.0,0.0,0.01712890625,0.01650390625,-0.06250000000000006,0.4247393798828125,0.5684735107421875,14.373413085937504
50000,ood_dev,17,102400,0.0,0.0,0.0,0.016923828125,0.0169140625,-0.0009765624999998057,0.40075022977941177,0.5360288373161765,13.527860753676467
50000,ood_dev,18,102400,0.0,0.0,0.0,0.016259765625,0.016484375,0.02246093750000004,0.3793896484375,0.5071652560763888,12.777560763888884
50000,ood_dev,19,102400,0.0,0.0,0.0,0.016162109375,0.016630859375,0.04687500000000004,0.3602724095394737,0.48134765625,12.107524671052627
50000,ood_dev,20,102400,0.0,0.0,0.0,0.016376953125,0.0173828125,0.10058593750000011,0.34307763671875,0.4581494140625,11.507177734374995
50000,ood_dev,21,102400,0.0,0.0,0.0,0.016748046875,0.016875,0.01269531250000025,0.3275381324404762,0.43713634672619045,10.959821428571425
50000,ood_dev,22,102400,0.0,0.0,0.0,0.016103515625,0.016533203125,0.042968750000000125,0.31338201349431816,0.41801802201704547,10.46360085227273
50000,ood_dev,23,102400,0.0,0.0,0.0,0.016572265625,0.01640625,-0.01660156249999982,0.3004772418478261,0.400556640625,10.007939877717392
50000,ood_dev,24,102400,0.0,0.0,0.0,0.017255859375,0.0166015625,-0.06542968750000017,0.2886763509114583,0.38455851236979166,9.588216145833334
50000,ood_dev,25,102400,0.0,0.0,0.0,0.016748046875,0.01671875,-0.002929687499999764,0.27779921875,0.369844921875,9.2045703125
50000,ood_dev,26,102400,0.0,0.0,0.0,0.016396484375,0.015771484375,-0.06250000000000006,0.2677452674278846,0.3562267127403846,8.848144531249996
50000,ood_dev,27,102400,0.0,0.0,0.0,0.01677734375,0.016787109375,0.0009765625000001527,0.25845015914351854,0.3436548755787037,8.520471643518517
50000,ood_dev,28,102400,0.0,0.0,0.0,0.01615234375,0.01720703125,0.10546875000000018,0.24979666573660714,0.33199602399553574,8.21993582589286
50000,ood_dev,29,102400,0.0,0.0,0.0,0.017236328125,0.016357421875,-0.08789062499999986,0.24177734375,0.3211119342672414,7.933459051724137
50000,ood_dev,30,102400,0.0,0.0,0.0,0.016953125,0.0158984375,-0.10546874999999983,0.234283203125,0.31093815104166667,7.665494791666666
50000,ood_dev,31,102400,0.0,0.0,0.0,0.016845703125,0.0166015625,-0.0244140625,0.2272690902217742,0.30144342237903227,7.417433215725808
50000,ood_dev,32,102400,0.0,0.0,0.0,0.017001953125,0.016318359375,-0.06835937499999993,0.2206982421875,0.29253326416015624,7.183502197265623
50000,ood_dev,33,102400,0.0,0.0,0.0,0.01689453125,0.0160546875,-0.08398437499999994,0.2145223721590909,0.28415512547348487,6.963275331439397
50000,ood_dev,34,102400,0.0,0.0,0.0,0.0168359375,0.01744140625,0.0605468750000001,0.20870806525735294,0.27631060431985294,6.760253906249999
50000,ood_dev,35,102400,0.0,0.0,0.0,0.016845703125,0.016650390625,-0.01953124999999993,0.20322628348214286,0.26889174107142855,6.5665457589285685
50000,ood_dev,36,102400,0.0,0.0,0.0,0.01603515625,0.017353515625,0.13183593749999978,0.19802652994791667,0.2619045681423611,6.3878038194444455
