update,length,words,prefix_exact_count,state_correct_count,token_correct_count,token_denominator,E,E_low95,E_high95,A,A_low95,A_high95,M
5000,15,102400,7409,11318,1374711,1536000,0.072353515625,0.07078271752191012,0.07395639819555005,0.11052734375,0.10862150088960075,0.1124624070605202,0.894994140625
5000,16,102400,678,3387,1378098,1638400,0.00662109375,0.006142536354359006,0.0071366672326228595,0.033076171875,0.03199822066334979,0.03418915436345762,0.841124267578125
5000,17,102400,44,1906,1380004,1740800,0.0004296875,0.00032011930198977835,0.0005767362994441386,0.01861328125,0.017803349916126407,0.019459328948856845,0.7927412683823529
5000,18,102400,2,1800,1381804,1843200,1.953125e-05,5.356189565375578e-06,7.121768411930826e-05,0.017578125,0.016791149492307516,0.018401294535975294,0.7496766493055556
5000,19,102400,0,1702,1383506,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01662109375,0.015855983477047735,0.017422469853153533,0.7110947779605263
5000,20,102400,0,1718,1385224,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01677734375,0.016008619293442074,0.017582322313996996,0.67637890625
5000,21,102400,0,1686,1386910,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01646484375,0.015703365535630627,0.017262599517332833,0.6449544270833333
5000,22,102400,0,1660,1388570,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0162109375,0.015455400153029908,0.017002771449422124,0.6163751775568181
5000,23,102400,0,1690,1390260,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01650390625,0.015741518331602318,0.017302568790670596,0.5902938179347826
5000,24,102400,0,1631,1391891,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.015927734375,0.015178881208795401,0.01671290539116311,0.5663618977864583
5000,25,102400,0,1780,1393671,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0173828125,0.016600247462472947,0.018201586219262614,0.544402734375
5000,26,102400,0,1725,1395396,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016845703125,0.016075403021209946,0.01765225220752066,0.524112079326923
5000,27,102400,0,1744,1397140,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01703125,0.016256689990451302,0.0178420450674992,0.5053313078703704
5000,28,102400,0,1734,1398874,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01693359375,0.01616127274001894,0.017742157144657933,0.48788853236607144
5000,29,102400,0,1722,1400596,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01681640625,0.016046781011694225,0.017622282665054292,0.47164466594827587
5000,30,102400,0,1749,1402345,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017080078125,0.01630440114519587,0.01789198649939144,0.4564925130208333
5000,31,102400,0,1670,1404015,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01630859375,0.01555076571978533,0.01710271105594033,0.4422930317540323
5000,32,102400,0,1645,1405660,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016064453125,0.01531236540613202,0.01685284843640957,0.428973388671875
