arm,first_update,injection_coefficient,latent_cosine,latent_loss,latent_relative_l2,latent_rms,latent_variation_rms,loss,predicted_latent_rms,predicted_state_ce,state_ce,teacher_predicted_kl,token_accuracy,training_seconds,update,updates_in_bin,weighted_latent_loss
baseline,2501,0.0,0.8395590633153915,0.13073281958699226,0.5443117022514343,0.9422038495540619,0.9033347368240356,0.13947191819548607,0.7672023624181747,0.5566829890012741,0.008739099139347672,0.5481174513697624,0.9972941309213639,390.7129926199997,2600,100,0.13073281958699226
baseline,2601,0.0,0.8543769866228104,0.11929716281592846,0.5210936069488525,0.9386248737573624,0.8982774615287781,0.12660019733011724,0.7784348875284195,0.4428204447031021,0.007303034400101751,0.4344070851802826,0.9977400922775268,405.59264032199906,2700,100,0.11929716281592846
baseline,2701,0.0,0.8703614473342896,0.10672426320612431,0.49369168281555176,0.9355313330888748,0.8941287994384766,0.11446717642247677,0.7991897612810135,0.36857305467128754,0.00774291300913319,0.3591153770685196,0.9975423383712768,420.66045614200027,2800,100,0.10672426320612431
baseline,2801,0.0,0.8791627734899521,0.09867379993200302,0.47763510048389435,0.9332103878259659,0.8914906084537506,0.10629452668130397,0.8106483370065689,0.3049672916531563,0.007620726709719747,0.2977032735943794,0.9975634968280792,435.6820536620004,2900,100,0.09867379993200302
baseline,2901,0.0,0.885442852973938,0.09459273494780064,0.4662434831261635,0.9312237650156021,0.8896156847476959,0.10219907537102699,0.8113404363393784,0.24752730131149292,0.007606340212514624,0.24087249860167503,0.9975911647081375,450.72242575700113,3000,100,0.09459273494780064
baseline,3001,0.0,0.8928914964199066,0.088878658041358,0.45215940475463867,0.9288874864578247,0.8882862031459808,0.09554680474102498,0.8141417652368546,0.17649435624480247,0.006668146908050403,0.17093465104699135,0.9978410035371781,465.8169646829998,3100,100,0.088878658041358
baseline,3101,0.0,0.8954869359731674,0.08541894108057022,0.4467930272221565,0.9265836924314499,0.885966882109642,0.09223013773560523,0.8167537599802017,0.13270777091383934,0.006811196678318083,0.12737761810421944,0.9977734583616257,480.8088226199985,3200,100,0.08541894108057022
baseline,3201,0.0,0.8965536057949066,0.08428534716367722,0.4444964751601219,0.9243101477622986,0.8838373422622681,0.08998981669545174,0.8145673424005508,0.10898751951754093,0.005704469543416053,0.10434999689459801,0.9982812714576721,495.7665859439984,3300,100,0.08428534716367722
baseline,3301,0.0,0.9011614620685577,0.08118506491184235,0.435006819665432,0.9218697249889374,0.8820516914129257,0.08733680494129657,0.8138532042503357,0.09822752512991428,0.006151740086497739,0.09410828910768032,0.998084329366684,510.8223493119982,3400,100,0.08118506491184235
baseline,3401,0.0,0.9119563698768616,0.07286484979093075,0.4122510850429535,0.9190072268247604,0.8800833523273468,0.07841274224221706,0.8175351023674011,0.07861925102770329,0.005547892284812406,0.07515228912234306,0.9982682520151138,525.8452093259983,3500,100,0.07286484979093075
